Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,test_peaks
133.705216,0,0,0,0,0,0,0,0,,None,134.71249246688,0,0,1237840.3
133.888255,0,0,0,0,0,0,0,0,,None,134.89553146688,0,0,1520134.9
133.896166,0,0,0,0,0,0,0,0,,None,134.90344246688,0,0,1197094.8
133.988897,0,0,0,0,0,0,0,0,,None,134.99617346688,0,0,1259470.1
135.116605,0,0,0,0,0,0,0,0,,None,136.12388146688,0,0,1250148.1
135.203272,0,0,0,0,0,0,0,0,,None,136.21054846688,0,0,1258324.4
135.460328,0,0,0,0,0,0,0,0,,None,136.46760446688,0,0,1239685.6
135.843802,0,0,0,0,0,0,0,0,,None,136.85107846688,0,0,1246376.6
135.98372,0,0,0,0,0,0,0,0,,None,136.99099646688,0,0,1303666.1
136.595564,0,0,0,0,0,0,0,0,,None,137.60284046688,0,0,1211410.5
136.663367,0,0,0,0,0,0,0,0,,None,137.67064346688,0,0,1220819.8
136.937774,0,0,0,0,0,0,0,0,,None,137.94505046688,0,0,1327200.9
137.689636,0,0,0,0,0,0,0,0,,None,138.69691246688,0,0,1360819
137.701307,0,0,0,0,0,0,0,0,,None,138.70858346688,0,0,1190643.4
138.302371,0,0,0,0,0,0,0,0,,None,139.30964746688,0,0,1269790.3
138.499468,0,0,0,0,0,0,0,0,,None,139.50674446688,0,0,1213765.3
139.413592,0,0,0,0,0,0,0,0,,None,140.42086846688,0,0,1202171.8
139.615316,0,0,0,0,0,0,0,0,,None,140.62259246688,0,0,1195701.5
139.703998,0,0,0,0,0,0,0,0,,None,140.71127446688,0,0,1196522
139.808162,0,0,0,0,0,0,0,0,,None,140.81543846688,0,0,1261775.4
140.964277,0,0,0,0,0,0,0,0,,None,141.97155346688,0,0,1340755.9
141.091926,0,0,0,0,0,0,0,0,,None,142.09920246688,0,0,1954908.5
141.25051,0,0,0,0,0,0,0,0,,None,142.25778646688,0,0,1208311.5
141.305036,0,0,0,0,0,0,0,0,,None,142.31231246688,0,0,1214667.4
141.337827,0,0,0,0,0,0,0,0,,None,142.34510346688,0,0,1390157.6
141.352833,0,0,0,0,0,0,0,0,,None,142.36010946688,0,0,1286590.8
141.360759,0,0,0,0,0,0,0,0,,None,142.36803546688,0,0,1430479.4
141.375579,0,0,0,0,0,0,0,0,,None,142.38285546688,0,0,1249280.4
141.421464,0,0,0,0,0,0,0,0,,None,142.42874046688,0,0,1218083.8
141.429098,0,0,0,0,0,0,0,0,,None,142.43637446688,0,0,1314228.3
141.440263,0,0,0,0,0,0,0,0,,None,142.44753946688,0,0,1302549.1
141.462661,0,0,0,0,0,0,0,0,,None,142.46993746688,0,0,1229878.8
141.464569,0,0,0,0,0,0,0,0,,None,142.47184546688,0,0,1324406.9
141.466376,0,0,0,0,0,0,0,0,,None,142.47365246688,0,0,1242039
141.486378,0,0,0,0,0,0,0,0,,None,142.49365446688,0,0,1281800.5
141.499165,0,0,0,0,0,0,0,0,,None,142.50644146688,0,0,1225001.4
141.509157,0,0,0,0,0,0,0,0,,None,142.51643346688,0,0,1365370.1
141.529497,0,0,0,0,0,0,0,0,,None,142.53677346688,0,0,1208107.6
141.571471,0,0,0,0,0,0,0,0,,None,142.57874746688,0,0,1200206.8
141.576062,0,0,0,0,0,0,0,0,,None,142.58333846688,0,0,1288143.1
141.599019,0,0,0,0,0,0,0,0,,None,142.60629546688,0,0,1188128.8
141.624523,0,0,0,0,0,0,0,0,,None,142.63179946688,0,0,1376210.8
141.636931,0,0,0,0,0,0,0,0,,None,142.64420746688,0,0,1290627.6
141.647045,0,0,0,0,0,0,0,0,,None,142.65432146688,0,0,1280012.4
141.659576,0,0,0,0,0,0,0,0,,None,142.66685246688,0,0,1265437.4
142.688497,0,0,0,0,0,0,0,0,,None,143.69577346688,0,0,1239546.6
143.548994,0,0,0,0,0,0,0,0,,None,144.55627046688,0,0,1297485.4
143.629034,0,0,0,0,0,0,0,0,,None,144.63631046688,0,0,1364869.6
144.462912,0,0,0,0,0,0,0,0,,None,145.47018846688,0,0,1206241.3
144.665519,0,0,0,0,0,0,0,0,,None,145.67279546688,0,0,1300329.1
144.964743,0,0,0,0,0,0,0,0,,None,145.97201946688,0,0,2784141.5
146.14351,0,0,0,0,0,0,0,0,,None,147.15078646688,0,0,1234899
146.366708,0,0,0,0,0,0,0,0,,None,147.37398446688,0,0,1242251.4
146.802634,0,0,0,0,0,0,0,0,,None,147.80991046688,0,0,1198637
147.765297,0,0,0,0,0,0,0,0,,None,148.77257346688,0,0,1310089.4
148.574412,0,0,0,0,0,0,0,0,,None,149.58168846688,0,0,1200616.9
148.576474,0,0,0,0,0,0,0,0,,None,149.58375046688,0,0,9770489
148.578672,0,0,0,0,0,0,0,0,,None,149.58594846688,0,0,2295609.8
148.580892,0,0,0,0,0,0,0,0,,None,149.58816846688,0,0,2803130
148.928785,0,0,0,0,0,0,0,0,,None,149.93606146688,0,0,1213275.1
149.105591,0,0,0,0,0,0,0,0,,None,150.11286746688,0,0,1262205
149.36564,0,0,0,0,0,0,0,0,,None,150.37291646688,0,0,1193727.6
149.777204,0,0,0,0,0,0,0,0,,None,150.78448046688,0,0,1271842.1
150.151486,0,0,0,0,0,0,0,0,,None,151.15876246688,0,0,1199103.5
150.682338,0,0,0,0,0,0,0,0,,None,151.68961446688,0,0,1315489
151.006214,0,0,0,0,0,0,0,0,,None,152.01349046688,0,0,1275272.5
151.622357,0,0,0,0,0,0,0,0,,None,152.62963346688,0,0,1233748.9
152.288174,0,0,0,0,0,0,0,0,,None,153.29545046688,0,0,1222371.1
153.355031,0,0,0,0,0,0,0,0,,None,154.36230746688,0,0,1338782.6
155.58427,0,0,0,0,0,0,0,0,,None,156.59154646688,0,0,42582148
155.586682,0,0,0,0,0,0,0,0,,None,156.59395846688,0,0,12945540
155.589096,0,0,0,0,0,0,0,0,,None,156.59637246688,0,0,12889733
155.666382,0,0,0,0,0,0,0,0,,None,156.67365846688,0,0,1269147.1
155.71213,0,0,0,0,0,0,0,0,,None,156.71940646688,0,0,1236888.5
155.796538,0,0,0,0,0,0,0,0,,None,156.80381446688,0,0,1234017.3
156.08601,0,0,0,0,0,0,0,0,,None,157.09328646688,0,0,7756311
156.088426,0,0,0,0,0,0,0,0,,None,157.09570246688,0,0,2315223.5
156.090888,0,0,0,0,0,0,0,0,,None,157.09816446688,0,0,2350232.3
156.820455,0,0,0,0,0,0,0,0,,None,157.82773146688,0,0,1237396.9
157.050667,7,10,4,0,0,0,0,0,CHO,Lignin,158.05794346688,-0.219270725914481,1,12366396
158.053773,0,0,0,0,0,0,0,0,,None,159.06104946688,0,0,1288730.3
158.357693,0,0,0,0,0,0,0,0,,None,159.36496946688,0,0,1323805.1
159.10245,0,0,0,0,0,0,0,0,,None,160.10972646688,0,0,1924692.8
160.756763,0,0,0,0,0,0,0,0,,None,161.76403946688,0,0,1231443.4
160.910469,0,0,0,0,0,0,0,0,,None,161.91774546688,0,0,1285530.4
161.493777,0,0,0,0,0,0,0,0,,None,162.50105346688,0,0,1259294
161.567592,0,0,0,0,0,0,0,0,,None,162.57486846688,0,0,1258841
161.591467,0,0,0,0,0,0,0,0,,None,162.59874346688,0,0,1422401.8
161.803538,0,0,0,0,0,0,0,0,,None,162.81081446688,0,0,1447344
161.866847,0,0,0,0,0,0,0,0,,None,162.87412346688,0,0,1223879.4
161.902542,0,0,0,0,0,0,0,0,,None,162.90981846688,0,0,1299156.6
162.592123,0,0,0,0,0,0,0,0,,None,163.59939946688,0,0,19381688
162.594764,0,0,0,0,0,0,0,0,,None,163.60204046688,0,0,6304440
162.597391,0,0,0,0,0,0,0,0,,None,163.60466746688,0,0,5978041
162.687111,0,0,0,0,0,0,0,0,,None,163.69438746688,0,0,1286171.1
162.898211,0,0,0,0,0,0,0,0,,None,163.90548746688,0,0,1317835.5
163.093844,0,0,0,0,0,0,0,0,,None,164.10112046688,0,0,3940342.5
163.096479,0,0,0,0,0,0,0,0,,None,164.10375546688,0,0,1632119.5
163.204849,0,0,0,0,0,0,0,0,,None,164.21212546688,0,0,1228705.3
163.629277,0,0,0,0,0,0,0,0,,None,164.63655346688,0,0,1278981.9
163.975806,0,0,0,0,0,0,0,0,,None,164.98308246688,0,0,1336717.8
165.019346,8,6,4,0,0,0,0,0,CHO,ConHC,166.02662246688,-0.0830341532556845,1,6988142.5
166.022709,7,6,4,0,1,0,0,0,CHO,ConHC,167.02998546688,-0.131402034961258,0,1288458.1
166.448891,0,0,0,0,0,0,0,0,,None,167.45616746688,0,0,1275324
166.703461,0,0,0,0,0,0,0,0,,None,167.71073746688,0,0,1251591
167.005557,11,5,0,0,0,0,1,0,CHP,ConHC,168.01283346688,0.316664024327497,1,1368167
167.43728,0,0,0,0,0,0,0,0,,None,168.44455646688,0,0,1297887.3
167.480423,0,0,0,0,0,0,0,0,,None,168.48769946688,0,0,1221745.8
168.299023,0,0,0,0,0,0,0,0,,None,169.30629946688,0,0,1232852.4
169.12343,10,18,2,0,0,0,0,0,CHO,Lipid,170.13070646688,-0.156614173752509,1,10983488
169.17542,0,0,0,0,0,0,0,0,,None,170.18269646688,0,0,1304566.8
169.459334,0,0,0,0,0,0,0,0,,None,170.46661046688,0,0,1228373.5
169.59997,0,0,0,0,0,0,0,0,,None,170.60724646688,0,0,10902292
169.602845,0,0,0,0,0,0,0,0,,None,170.61012146688,0,0,3345045.8
169.605694,0,0,0,0,0,0,0,0,,None,170.61297046688,0,0,3094039
170.601632,0,0,0,0,0,0,0,0,,None,171.60890846688,0,0,1248346
171.102462,0,0,0,0,0,0,0,0,,None,172.10973846688,0,0,1314864
171.139085,10,20,2,0,0,0,0,0,CHO,Lipid,172.14636146688,-0.183452497820168,1,1224656.9
172.190024,0,0,0,0,0,0,0,0,,None,173.19730046688,0,0,1253594.3
176.516957,0,0,0,0,0,0,0,0,,None,177.52423346688,0,0,1255917.8
176.812748,0,0,0,0,0,0,0,0,,None,177.82002446688,0,0,1324929.8
177.091846,0,0,0,0,0,0,0,0,,None,178.09912246688,0,0,1637581.9
177.537679,0,0,0,0,0,0,0,0,,None,178.54495546688,0,0,1288046.8
177.617121,0,0,0,0,0,0,0,0,,None,178.62439746688,0,0,1300438.9
177.663559,0,0,0,0,0,0,0,0,,None,178.67083546688,0,0,1312398.4
177.982487,5,9,0,1,0,3,0,0,CHNS,Lipid,178.98976346688,-0.291093630048671,1,1239888.3
178.245509,0,0,0,0,0,0,0,0,,None,179.25278546688,0,0,1275094
179.373796,0,0,0,0,0,0,0,0,,None,180.38107246688,0,0,1417464.3
179.683913,0,0,0,0,0,0,0,0,,None,180.69118946688,0,0,1282488.3
180.174557,0,0,0,0,0,0,0,0,,None,181.18183346688,0,0,1374390.5
180.67158,0,0,0,0,0,0,0,0,,None,181.67885646688,0,0,1374265.3
181.08706,10,14,3,0,0,0,0,0,CHO,Lignin,182.09433646688,-0.231479906752352,1,1687442.3
182.031206,0,0,0,0,0,0,0,0,,None,183.03848246688,0,0,1259202.4
183.139106,11,20,2,0,0,0,0,0,CHO,Lipid,184.14638246688,-0.285537403999957,1,1993933.1
183.504758,0,0,0,0,0,0,0,0,,None,184.51203446688,0,0,1253263.8
183.816019,0,0,0,0,0,0,0,0,,None,184.82329546688,0,0,1309621.8
183.942906,0,0,0,0,0,0,0,0,,None,184.95018246688,0,0,1298233.6
184.516682,0,0,0,0,0,0,0,0,,None,185.52395846688,0,0,1403948.8
185.027563,10,7,0,2,0,0,1,0,CHNP,ConHC,186.03483946688,-0.831681745320412,1,31915840
185.027829,8,10,3,0,0,1,0,0,CHOS,Lignin,186.03510546688,-0.218182368750659,1,55662400
185.081978,9,14,4,0,0,0,0,0,CHO,Protein,186.08925446688,-0.244662595451239,1,4033628.5
185.11836,10,18,3,0,0,0,0,0,CHO,Protein,186.12563646688,-0.225776420730914,1,5586288
186.031194,7,10,3,0,1,1,0,0,CHOS,Lignin,187.03847046688,-0.271344070841087,0,4440924.5
186.461497,0,0,0,0,0,0,0,0,,None,187.46877346688,0,0,1255173.1
186.477459,0,0,0,0,0,0,0,0,,None,187.48473546688,0,0,1344077.8
187.023617,0,0,0,0,0,0,0,0,,None,188.03089346688,0,0,2783350
187.097637,9,16,4,0,0,0,0,0,CHO,Protein,188.10491346688,-0.289545227739618,1,2117278
187.13401,10,20,3,0,0,0,0,0,CHO,Protein,188.14128646688,-0.223016334090376,1,5736370
188.562162,0,0,0,0,0,0,0,0,,None,189.56943846688,0,0,2177211.5
192.297187,0,0,0,0,0,0,0,0,,None,193.30446346688,0,0,1334841.8
193.087003,11,14,3,0,0,0,0,0,CHO,Lignin,194.09427946688,0.0765031304039353,1,1644267.5
194.539707,0,0,0,0,0,0,0,0,,None,195.54698346688,0,0,1336905
195.551827,0,0,0,0,0,0,0,0,,None,196.55910346688,0,0,2074675.9
195.569986,0,0,0,0,0,0,0,0,,None,196.57726246688,0,0,1921853.8
196.559578,0,0,0,0,0,0,0,0,,None,197.56685446688,0,0,2686171.3
196.577876,0,0,0,0,0,0,0,0,,None,197.58515246688,0,0,3127525.3
197.081409,0,0,0,0,0,0,0,0,,None,198.08868546688,0,0,1345144.4
197.13783,0,0,0,0,0,0,0,0,,None,198.14510646688,0,0,1339159.1
197.567406,0,0,0,0,0,0,0,0,,None,198.57468246688,0,0,5670401.5
197.571272,0,0,0,0,0,0,0,0,,None,198.57854846688,0,0,1804035.5
197.57521,0,0,0,0,0,0,0,0,,None,198.58248646688,0,0,1439237.6
198.557094,0,0,0,0,0,0,0,0,,None,199.56437046688,0,0,3083547.8
198.561011,0,0,0,0,0,0,0,0,,None,199.56828746688,0,0,1790366
198.564949,0,0,0,0,0,0,0,0,,None,199.57222546688,0,0,1398816.1
199.097616,10,16,4,0,0,0,0,0,CHO,Protein,200.10489246688,-0.167236690679236,1,3172417
200.743312,0,0,0,0,0,0,0,0,,None,201.75058846688,0,0,1305721.3
201.040507,8,10,6,0,0,0,0,0,CHO,Tannin,202.04778346688,-0.224765049199757,1,4924761
201.11327,10,18,4,0,0,0,0,0,CHO,Protein,202.12054646688,-0.185041455053022,1,3853440
203.092536,9,16,5,0,0,0,0,0,CHO,AminoSugar,204.09981246688,-0.190312668672975,1,2531999
203.128901,10,20,4,0,0,0,0,0,CHO,Protein,204.13617746688,-0.089824744700152,1,1632818.4
203.567462,0,0,0,0,0,0,0,0,,None,204.57473846688,0,0,3293082
203.575658,0,0,0,0,0,0,0,0,,None,204.58293446688,0,0,1491742.5
204.392272,0,0,0,0,0,0,0,0,,None,205.39954846688,0,0,1393644
204.557112,0,0,0,0,0,0,0,0,,None,205.56438846688,0,0,4986018.5
204.561294,0,0,0,0,0,0,0,0,,None,205.56857046688,0,0,1522596.5
204.565509,0,0,0,0,0,0,0,0,,None,205.57278546688,0,0,1529382.8
205.546738,0,0,0,0,0,0,0,0,,None,206.55401446688,0,0,1922726.3
205.564958,0,0,0,0,0,0,0,0,,None,206.57223446688,0,0,1644591.8
207.012188,10,8,3,0,0,1,0,0,CHOS,Lignin,208.01946446688,-0.238697758997508,1,5266329.5
208.879467,0,0,0,0,0,0,0,0,,None,209.88674346688,0,0,1328907.4
209.045596,10,10,5,0,0,0,0,0,CHO,Lignin,210.05287246688,-0.23344303479461,1,3027358.5
209.118337,12,18,3,0,0,0,0,0,CHO,Lipid,210.12561346688,-0.0905305150339507,1,1908931
209.549349,0,0,0,0,0,0,0,0,,None,210.55662546688,0,0,1547289.8
209.567483,0,0,0,0,0,0,0,0,,None,210.57475946688,0,0,3528354.8
209.571865,0,0,0,0,0,0,0,0,,None,210.57914146688,0,0,1508901
210.557052,0,0,0,0,0,0,0,0,,None,211.56432846688,0,0,7048331.5
210.56148,0,0,0,0,0,0,0,0,,None,211.56875646688,0,0,1672461.6
210.565927,0,0,0,0,0,0,0,0,,None,211.57320346688,0,0,1603215.9
210.57529,0,0,0,0,0,0,0,0,,None,211.58256646688,0,0,4173460.5
210.579732,0,0,0,0,0,0,0,0,,None,211.58700846688,0,0,1475094.6
210.584102,0,0,0,0,0,0,0,0,,None,211.59137846688,0,0,1426200.8
211.043023,12,9,0,2,0,0,1,0,CHNP,ConHC,212.05029946688,0.166669983935631,1,1333753.1
211.061254,10,12,5,0,0,0,0,0,CHO,Lignin,212.06853046688,-0.268645139670209,1,1627522
211.097634,11,16,4,0,0,0,0,0,CHO,Lignin,212.10491046688,-0.242638795598838,1,1435283.8
211.546764,0,0,0,0,0,0,0,0,,None,212.55404046688,0,0,3005037.8
211.551183,0,0,0,0,0,0,0,0,,None,212.55845946688,0,0,1533167.9
211.564887,0,0,0,0,0,0,0,0,,None,212.57216346688,0,0,5841014.5
211.569359,0,0,0,0,0,0,0,0,,None,212.57663546688,0,0,1997944.8
211.573794,0,0,0,0,0,0,0,0,,None,212.58107046688,0,0,1879290.9
211.583163,0,0,0,0,0,0,0,0,,None,212.59043946688,0,0,2213759.3
211.59455,0,0,0,0,0,0,0,0,,None,212.60182646688,0,0,1349444.9
211.801586,0,0,0,0,0,0,0,0,,None,212.80886246688,0,0,3641064.8
212.384268,0,0,0,0,0,0,0,0,,None,213.39154446688,0,0,1450880.5
212.572789,0,0,0,0,0,0,0,0,,None,213.58006546688,0,0,4738650.5
212.58176,0,0,0,0,0,0,0,0,,None,213.58903646688,0,0,1363166.8
213.055764,13,10,3,0,0,0,0,0,CHO,ConHC,214.06304046688,-0.216196032403246,1,3260223.8
213.076916,10,14,5,0,0,0,0,0,CHO,Lignin,214.08419246688,-0.321868603370586,1,1347017.8
213.113289,11,18,4,0,0,0,0,0,CHO,Protein,214.12056546688,-0.263406179132011,1,7531867
213.227031,0,0,0,0,0,0,0,0,,None,214.23430746688,0,0,1321872.6
213.562423,0,0,0,0,0,0,0,0,,None,214.56969946688,0,0,3176750.5
215.092531,10,16,5,0,0,0,0,0,CHO,Protein,216.09980746688,-0.156607173303642,1,4958963
215.128911,11,20,4,0,0,0,0,0,CHO,Protein,216.13618746688,-0.131104746187503,1,2711811.5
216.575369,0,0,0,0,0,0,0,0,,None,217.58264546688,0,0,2235535
217.038203,7,11,4,2,0,0,1,0,CHONP,AminoSugar,218.04547946688,0.751655206956916,1,1378651.6
217.108156,10,18,5,0,0,0,0,0,CHO,Protein,218.11543246688,-0.0402474044380835,1,4152954.3
217.546784,0,0,0,0,0,0,0,0,,None,218.55406046688,0,0,1938106.1
217.564861,0,0,0,0,0,0,0,0,,None,218.57213746688,0,0,1577026
217.58317,0,0,0,0,0,0,0,0,,None,218.59044646688,0,0,1692490
218.050857,0,0,0,0,0,0,0,0,,None,219.05813346688,0,0,1926164.4
218.554574,0,0,0,0,0,0,0,0,,None,219.56185046688,0,0,3864300.3
218.572738,0,0,0,0,0,0,0,0,,None,219.58001446688,0,0,6357236
218.582297,0,0,0,0,0,0,0,0,,None,219.58957346688,0,0,1907960
219.066268,12,12,4,0,0,0,0,0,CHO,Lignin,220.07354446688,0.0654632068783351,1,1599044.8
219.201241,0,0,0,0,0,0,0,0,,None,220.20851746688,0,0,1346173.5
219.544258,0,0,0,0,0,0,0,0,,None,220.55153446688,0,0,1773452.9
219.562393,0,0,0,0,0,0,0,0,,None,220.56966946688,0,0,4025748.5
219.567155,0,0,0,0,0,0,0,0,,None,220.57443146688,0,0,1596438.4
219.571956,0,0,0,0,0,0,0,0,,None,220.57923246688,0,0,1509784.4
219.580661,0,0,0,0,0,0,0,0,,None,220.58793746688,0,0,2978716
220.552124,0,0,0,0,0,0,0,0,,None,221.55940046688,0,0,1327403.3
220.570242,0,0,0,0,0,0,0,0,,None,221.57751846688,0,0,3695154.8
220.579935,0,0,0,0,0,0,0,0,,None,221.58721146688,0,0,1340086.6
220.600899,0,0,0,0,0,0,0,0,,None,221.60817546688,0,0,1332351.1
221.058153,11,6,0,6,0,0,0,0,CHN,ConHC,222.06542946688,-0.158705837629709,1,2019063.6
221.058631,8,15,5,0,0,0,1,0,CHOP,AminoSugar,222.06590746688,-0.888767133352524,1,10638072
221.081949,12,14,4,0,0,0,0,0,CHO,Lignin,222.08922546688,-0.0744254026439213,1,1395585.1
221.094987,9,19,4,0,0,0,1,0,CHOP,Protein,222.10226346688,-0.755771586381776,1,1644806.4
222.062016,7,15,5,0,1,0,1,0,CHOP,AminoSugar,223.06929246688,-1.01998386906448,1,1461125.8
223.024855,10,8,6,0,0,0,0,0,CHO,Lignin,224.03213146688,-0.194068054974413,1,2552058.8
223.055685,0,0,0,0,0,0,0,0,,None,224.06296146688,0,0,3843590.5
223.061225,11,12,5,0,0,0,0,0,CHO,Lignin,224.06850146688,-0.124833164055591,1,3765768.5
223.110644,9,21,4,0,0,0,1,0,CHOP,Other,224.11792046688,-0.779921479128143,1,1504795.5
223.13402,13,20,3,0,0,0,0,0,CHO,Lipid,224.14129646688,-0.231811722431714,1,2087972.4
223.564932,0,0,0,0,0,0,0,0,,None,224.57220846688,0,0,2200776
223.583231,0,0,0,0,0,0,0,0,,None,224.59050746688,0,0,1357391
224.554573,0,0,0,0,0,0,0,0,,None,225.56184946688,0,0,3654201.5
224.572771,0,0,0,0,0,0,0,0,,None,225.58004746688,0,0,4447296
224.582835,0,0,0,0,0,0,0,0,,None,225.59011146688,0,0,1498308
225.040479,10,10,6,0,0,0,0,0,CHO,Lignin,226.04775546688,-0.077033633879448,1,1487083.8
225.058698,13,11,0,2,0,0,1,0,CHNP,UnsatHC,226.06597446688,0.0460335530164246,1,2314226.5
225.076835,11,14,5,0,0,0,0,0,CHO,Lignin,226.08411146688,0.0534890307477687,1,2554105
225.113234,12,18,4,0,0,0,0,0,CHO,Protein,226.12051046688,-0.00619439615219988,1,3215366.3
225.544199,0,0,0,0,0,0,0,0,,None,226.55147546688,0,0,1451426.3
225.562379,0,0,0,0,0,0,0,0,,None,226.56965546688,0,0,6879657
225.567493,0,0,0,0,0,0,0,0,,None,226.57476946688,0,0,2009514.6
225.572518,0,0,0,0,0,0,0,0,,None,226.57979446688,0,0,2222892.5
225.580649,0,0,0,0,0,0,0,0,,None,226.58792546688,0,0,2299311.5
226.048337,9,5,1,7,0,0,0,0,CHON,ConHC,227.05561346688,-0.245084801709513,1,1316054.8
226.066477,0,0,0,0,0,0,0,0,,None,227.07375346688,0,0,1433437.1
226.570187,0,0,0,0,0,0,0,0,,None,227.57746346688,0,0,6755087
226.575314,0,0,0,0,0,0,0,0,,None,227.58259046688,0,0,1890321
226.580422,0,0,0,0,0,0,0,0,,None,227.58769846688,0,0,2178450.8
227.056136,10,12,6,0,0,0,0,0,CHO,Lignin,228.06341246688,-0.106764516692938,1,2530489
227.083242,0,0,0,0,0,0,0,0,,None,228.09051846688,0,0,1374082.4
227.092504,11,16,5,0,0,0,0,0,CHO,Lignin,228.09978046688,-0.0299990643031168,1,2767813.5
227.128889,12,20,4,0,0,0,0,0,CHO,Protein,228.13616546688,-0.0277749912448712,1,3169746.3
227.559899,0,0,0,0,0,0,0,0,,None,228.56717546688,0,0,3038822.8
229.053973,10,14,4,0,0,1,0,0,CHOS,Lignin,230.06124946688,0.131099522612102,1,1428445.9
229.071752,10,14,6,0,0,0,0,0,CHO,Lignin,230.07902846688,0.0422251434093487,1,4932707.5
229.108169,11,18,5,0,0,0,0,0,CHO,Protein,230.11544546688,-0.0946419740582621,1,5021296
229.144524,12,22,4,0,0,0,0,0,CHO,Protein,230.15180046688,0.0379215803796846,1,2846587.8
