"","mz","rt","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"313/2787.76","313","2787.76",1704155.432,6856948.35,960020.246296549,2122336.87150038,1034873.47164757,29320.339761844,915830.649,4877627.958,8771646.80496402,5841873.19429673,5441569.83084782,973939.02115674
"313.179/3289.33","313.179","3289.33",24561.8925,1075844.978,26269.3921625295,31731.5741502358,31522.196116867,560238.869559752,1230795.815,1269568.817,28034.2886971231,797420.299789636,673353.5765992,31470.947774832
"314/2787.76","314","2787.76",388253.14,1499485.012,182963.18885992,505111.986376222,229630.296093626,29320.339761844,165809.823,1015506.867,1915343.92424079,34700.8858726871,1088412.62236164,31470.947774832
"315/2520.94","315","2520.94",24561.8925,24561.8925,3770359.91966584,6552198.54021068,4642383.82499601,863307.013443861,24561.8925,24561.8925,4803782.14729257,4117480.85056231,7211937.79259705,1979566.518175
"316/2520.94","316","2520.94",24561.8925,24561.8925,769329.460843318,1417695.12945703,1020395.42223016,214290.525926411,24561.8925,24561.8925,1008655.85036575,898880.355838754,1538248.45321031,487052.845146657
"317/2789.33","317","2789.33",554864.609,154072.685,380279.335028745,31731.5741502358,31522.196116867,131081.021476408,623123.966,204779.967,326352.547035865,34700.8858726871,32480.0789264805,31470.947774832
"318.112/3247.86","318.112","3247.86",24561.8925,24561.8925,106110.079424885,164252.074736438,31522.196116867,29320.339761844,24561.8925,24561.8925,103316.65604139,138662.241520575,32480.0789264805,189430.908603867
"321.153/3663.36","321.153","3663.36",297015.323,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,24561.8925,422866.368,334911.029841733,282705.110500858,32480.0789264805,31470.947774832
"322.117/3387.14","322.117","3387.14",24561.8925,272654.011,405291.978547447,353456.749301762,31522.196116867,29320.339761844,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"322.118/3502.95","322.118","3502.95",24561.8925,1058978.48,1842378.49153605,31731.5741502358,31522.196116867,1119461.47727528,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"322.151/3507.64","322.151","3507.64",24561.8925,24561.8925,26269.3921625295,1711557.03323946,835327.07373772,29320.339761844,24561.8925,1450700.37,28034.2886971231,34700.8858726871,709633.10813429,1158341.3712687
"323.15/3496.69","323.15","3496.69",158127.916,24561.8925,26269.3921625295,397053.380295329,31522.196116867,275276.310492265,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"323.175/3507.64","323.175","3507.64",24561.8925,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,24561.8925,330337.863,404552.198947608,34700.8858726871,180377.421427243,31470.947774832
"324.088/2793.24","324.088","2793.24",24561.8925,284679.76,365382.875285646,31731.5741502358,338976.360245656,338656.441583416,24561.8925,24561.8925,28034.2886971231,316758.065892381,32480.0789264805,388355.996142413
"324.1/2791.68","324.1","2791.68",339832.022,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,455424.617,379752.332,346303.423889128,34700.8858726871,32480.0789264805,31470.947774832
"324.1585/3274.47","324.1585","3274.47",24561.8925,24561.8925,199851.223126109,210017.347787807,190412.204197639,218089.000803985,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"326.2/3419.22","326.2","3419.22",4809521.448,3931304.635,3116267.66042695,3642003.97820704,4215880.89407589,5188452.36642315,259229.273,314154.323,28034.2886971231,283886.389659405,327918.874620154,31470.947774832
"327.1/3504.51","327.1","3504.51",24561.8925,275564.807,497986.861747345,339918.451790358,31522.196116867,241632.719518835,356507.684,296447.426,475125.430624167,34700.8858726871,32480.0789264805,237001.181538946
"327.2/3419.22","327.2","3419.22",1108851.283,950126.529,721093.493872711,31731.5741502358,31522.196116867,1210418.81932207,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"328.2/3632.84","328.2","3632.84",6463382.867,5630552.384,4704172.80853187,3986075.70325013,4222170.32868364,3134965.18789905,402409.001,573880.805,460827.873964602,583283.381696388,510176.214798916,380810.825813111
"329.105/3499.82","329.105","3499.82",24561.8925,367926.805,438058.721321574,377064.242047858,332918.144178625,253025.022539962,432441.76,481405.64,436464.253837093,320785.803561092,247310.065736143,31470.947774832
"329.2/3626.58","329.2","3626.58",1521141.362,1315446.892,1059492.33399537,914407.040914932,974470.593771079,723228.754098842,114347.574,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"330.213/3631.27","330.213","3631.27",201588.695,167042.482,26269.3921625295,31731.5741502358,118773.897351345,29320.339761844,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"331.118/3485.73","331.118","3485.73",466357.165,279891.294,26269.3921625295,481604.490771386,31522.196116867,29320.339761844,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"331.146/3484.17","331.146","3484.17",24561.8925,490815.3,303763.85539139,31731.5741502358,411916.747910067,366954.750786674,839861.297,316978.812,584325.523699045,34700.8858726871,32480.0789264805,31470.947774832
"331.1785/3496.69","331.1785","3496.69",24561.8925,24561.8925,469517.864672152,31731.5741502358,31522.196116867,29320.339761844,24561.8925,402078.235,28034.2886971231,585984.065331668,32480.0789264805,497332.330296363
"332/2520.16","332","2520.16",24561.8925,24561.8925,4982704.87397711,9837347.16079956,5757352.24669231,1356091.29792011,24561.8925,24561.8925,6473948.29265059,6714465.30867048,9525819.74238134,3371332.38121712
"333/2523.29","333","2523.29",24561.8925,24561.8925,991752.738189725,2050539.07006026,1197603.30543845,29320.339761844,24561.8925,24561.8925,1355335.69575047,1338020.31861766,2090184.05001865,697781.169585439
"334.021/2517.03","334.021","2517.03",24561.8925,24561.8925,222723.251545715,446957.698875489,333581.89195642,58662.6227223037,24561.8925,24561.8925,28034.2886971231,286832.345575499,32480.0789264805,31470.947774832
"335/2786.2","335","2786.2",382769.556,1344842.912,203719.88773078,330035.582508089,209502.90077009,29320.339761844,24561.8925,843755.312,1638000.13718841,836023.915816478,1009722.50828659,31470.947774832
"336/2786.2","336","2786.2",73353.488,294165.216,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,24561.8925,187153.935,362707.022047194,203496.817293694,32480.0789264805,31470.947774832
"337/2520.16","337","2520.16",24561.8925,24561.8925,4356872.43864359,5366159.49628436,5602356.05989048,1222354.55970715,24561.8925,24561.8925,5357968.10494542,3737995.89358741,8452098.28952006,2386759.85402771
"338/2515.46","338","2515.46",24561.8925,24561.8925,850582.587589955,1121444.15143427,1116711.02334722,261120.226867876,24561.8925,24561.8925,1069944.23610619,787646.796728352,1540163.19807951,489354.747098348
"338.1/3022.51","338.1","3022.51",396319.791,441040.469,439714.868185049,274284.046621109,438076.408111095,425049.832289818,364577.282,358070.435,411882.719291917,302948.476964678,32480.0789264805,713662.378546124
"338.2/3668.83","338.2","3668.83",614212.525,605655,665362.198655596,433740.231177704,468390.267125004,425342.333862007,557322.1,641973.075,543376.606771129,483345.43138547,448772.699339017,420446.705329121
"338.201/3838.63","338.201","3838.63",24561.8925,711015.495,261939.783989839,199664.940361026,31522.196116867,29320.339761844,24561.8925,408664.096,290328.973269529,34700.8858726871,556628.305085836,31470.947774832
"339.187/3322.98","339.187","3322.98",24561.8925,3533684.346,3469334.683388,3207402.98329549,2979752.67623032,2759209.58979702,3467091.654,24561.8925,3768009.5222854,34700.8858726871,3194467.68901904,2740496.63747821
"343/2686.04","343","2686.04",20269361.92,21948623.136,19177231.806735,19867027.9882723,20269361.92,21248682.4724159,22065406.826,17773756.46,28034.2886971231,18988475.9128043,19978572.2527631,24007620.4647696
"344/2684.48","344","2684.48",4426345.384,4808488.303,4229823.54919819,4359430.00394439,4492432.55277715,4610270.75989858,4933534.99,4528604.615,3739845.82981786,4111487.4351572,4362010.13163896,5243080.79138801
"344.135/2897.31","344.135","2897.31",24561.8925,24561.8925,715618.23318486,802286.475844813,31522.196116867,567484.20886323,24561.8925,706044.224,28034.2886971231,34700.8858726871,32480.0789264805,682196.620643122
"345.0135/2686.04","345.0135","2686.04",703795.376,744691.643,644195.379109922,656808.942863143,710113.401728812,716744.147363537,763241.947,611646.438,28034.2886971231,34700.8858726871,694239.177306216,825194.511561306
"346.108/3496.69","346.108","3496.69",732502.016,890001.415,981202.996316484,1230068.90414027,31522.196116867,671751.23730412,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,598217.7100045
"346.1525/3499.04","346.1525","3499.04",24561.8925,24561.8925,26269.3921625295,31731.5741502358,606742.469025866,29320.339761844,994786.158,24561.8925,28034.2886971231,1062411.22702741,469619.061156685,31470.947774832
"347.119/3496.69","347.119","3496.69",202822.16,24561.8925,256742.831200687,31731.5741502358,31522.196116867,179391.144628814,271151.098,381682.125,28034.2886971231,34700.8858726871,32480.0789264805,168406.516800248
"347.155/3501.38","347.155","3501.38",24561.8925,236859.62,26269.3921625295,31731.5741502358,172553.89330958,29320.339761844,24561.8925,24561.8925,272581.39775917,293691.239786301,134409.153138855,31470.947774832
"348.142/3490.43","348.142","3490.43",221323.833,324908.659,218528.484411009,242685.964126338,31522.196116867,29320.339761844,24561.8925,24561.8925,171691.754513422,34700.8858726871,32480.0789264805,31470.947774832
"348.164/3284.64","348.164","3284.64",165830.903,183665.01,26269.3921625295,173938.049010656,31522.196116867,199363.011499381,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"348.183/3499.82","348.183","3499.82",456678.246,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,168173.009628817,284864.719,223959.325,28034.2886971231,303753.773586268,161287.344056484,225539.721498666
"349.112/3421.57","349.112","3421.57",146310.305,24561.8925,26269.3921625295,31731.5741502358,141885.017248625,136115.629478084,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"350.18/3657.88","350.18","3657.88",282937.261,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,24561.8925,316760.695,199824.554570788,160585.553855292,32480.0789264805,31470.947774832
"351.123/3500.6","351.123","3500.6",185786.687,24561.8925,26269.3921625295,31731.5741502358,154104.001563765,126016.52359604,24561.8925,24561.8925,234744.552739574,34700.8858726871,117012.924190316,85262.0153165667
"352.1/2792.46","352.1","2792.46",265882.993,181651.115,243612.265866265,31731.5741502358,31522.196116867,29320.339761844,269970.65,204617.524,286640.38342679,34700.8858726871,193745.133659357,31470.947774832
"353.132/3496.69","353.132","3496.69",223895.037,261258.573,26269.3921625295,161227.517455462,164427.55314119,127339.158189038,24561.8925,24561.8925,28034.2886971231,179528.953778424,150967.332347568,31470.947774832
"354.2/3616.41","354.2","3616.41",1135610.95,904522.365,890673.746386471,688413.208404025,731919.418452437,871353.370220511,112167.159,154475.666,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"355.192/3614.06","355.192","3614.06",334039.86,257216.862,238134.312131472,162896.574296783,31522.196116867,29320.339761844,24561.8925,24561.8925,28034.2886971231,185107.175971479,32480.0789264805,31470.947774832
"356.2/3834.72","356.2","3834.72",1189376.085,2242782.412,1641858.36817007,1204802.97399268,1548517.35532655,983289.803230127,181130.138,521478.345,295600.017863895,336028.677302714,32480.0789264805,316391.776527653
"357.203/3832.37","357.203","3832.37",328565.947,567776.99,418649.179076076,329183.461603014,31522.196116867,260377.979254037,24561.8925,148383.91,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"359.2/3722.82","359.2","3722.82",462141.393,616424.641,435955.246313056,368430.640049865,560848.004010397,493171.992217815,370926.014,771634.2,311518.535786657,630316.679715989,506221.488035125,668201.662622783
"360.0155/2690.74","360.0155","2690.74",24561.8925,10851568.505,9408707.17091506,11242373.4974924,9462127.88558706,29320.339761844,24561.8925,9496878.382,28034.2886971231,34700.8858726871,32480.0789264805,12757432.8391779
"361/2687.61","361","2687.61",24561.8925,2560830.274,2528436.02545319,3000004.85057901,31522.196116867,29320.339761844,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"361.054/2690.74","361.054","2690.74",2206508.131,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,2493078.35144618,2461531.844,2144658.743,2212572.66128232,34700.8858726871,2318193.91005204,2823993.45957083
"361.116/3169.61","361.116","3169.61",24561.8925,1498158.487,1118933.76447528,31731.5741502358,886500.241199931,29320.339761844,24561.8925,24561.8925,28034.2886971231,34700.8858726871,32480.0789264805,31470.947774832
"361.138/3160.22","361.138","3160.22",1170645.198,24561.8925,26269.3921625295,952259.233209358,31522.196116867,29320.339761844,1152980.042,1279489.622,28034.2886971231,34700.8858726871,32480.0789264805,830982.591555066
"361.1755/3170.4","361.1755","3170.4",24561.8925,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,820851.126062592,24561.8925,24561.8925,1111952.75950739,1099684.00555941,921541.555126408,31470.947774832
"362.0585/2690.74","362.0585","2690.74",770409.316,24561.8925,26269.3921625295,31731.5741502358,771033.537467734,722746.888285396,24561.8925,24561.8925,561479.995140483,34700.8858726871,32480.0789264805,31470.947774832
"362.086/2686.82","362.086","2686.82",24561.8925,934352.596,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,704809.469,24561.8925,28034.2886971231,726941.505993467,751295.135434964,31470.947774832
"362.125/3169.61","362.125","3169.61",312079.199,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,291891.62838252,292404.156,364509.213,338693.384643779,355472.030993215,32480.0789264805,278559.627644546
"363.137/3258.82","363.137","3258.82",24561.8925,390905.073,327544.727260602,244548.416211415,229342.128930949,29320.339761844,24561.8925,24561.8925,28034.2886971231,295067.39405041,32480.0789264805,31470.947774832
"363.19/3265.07","363.19","3265.07",24561.8925,24561.8925,26269.3921625295,31731.5741502358,31522.196116867,29320.339761844,430759.588,485668.148,28034.2886971231,34700.8858726871,244623.45212315,31470.947774832
